season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
2016-17,Sergio Romero,GK,Man Utd,0,3,51,1,0.0,243,279,0,0,5.5,55.4,2017-05-17T18:45:00Z,90,13,Southampton,0,0,1,0,37,6,6288,0.0,0.0,0.0,16,-33,30,63,47,False,0,37
2016-17,Shane Long,FWD,Southampton,1,0,8,0,33.2,313,365,1,0,8.0,20.4,2017-05-13T14:00:00Z,86,12,Middlesbrough,0,1,0,0,37,0,138456,2.0,1.0,26.0,3,-390,2101,2491,61,False,0,37
2016-17,Shane Long,FWD,Southampton,0,0,0,0,0.0,313,279,0,0,0.0,0.0,2017-05-17T18:45:00Z,0,11,Man Utd,0,0,0,0,37,0,138456,0.0,0.0,0.0,0,-390,2101,2491,61,True,0,37
2016-17,Shkodran Mustafi,DEF,Arsenal,0,0,12,0,1.1,555,366,1,0,4.0,16.0,2017-05-13T16:30:00Z,90,14,Stoke,0,0,0,0,37,0,61383,4.0,1.0,23.0,1,7409,8930,1521,58,False,1,37
2016-17,Shkodran Mustafi,DEF,Arsenal,0,0,28,1,25.3,555,331,0,0,12.9,20.8,2017-05-16T18:45:00Z,90,15,Sunderland,0,0,0,0,37,0,61383,0.0,2.0,83.0,5,7409,8930,1521,58,True,1,37
2016-17,Sofiane Boufal,MID,Southampton,0,0,2,0,18.3,551,365,0,0,3.2,6.8,2017-05-13T14:00:00Z,45,12,Middlesbrough,0,0,0,0,37,0,2754,2.0,1.0,7.0,1,11,89,78,67,False,0,37
2016-17,Sofiane Boufal,MID,Southampton,0,0,4,0,1.3,551,279,0,0,0.5,1.0,2017-05-17T18:45:00Z,14,11,Man Utd,0,0,0,0,37,0,2754,0.0,0.0,3.0,1,11,89,78,67,True,0,37
2016-17,Steve Cook,DEF,Bournemouth,0,0,20,0,0.2,32,361,1,0,3.4,27.2,2017-05-13T14:00:00Z,90,3,Burnley,0,0,0,0,37,0,139381,1.0,2.0,7.0,2,-3029,4649,7678,48,True,0,37
2016-17,Theo Walcott,MID,Arsenal,0,0,6,0,1.5,13,366,0,0,1.2,4.0,2017-05-13T16:30:00Z,7,14,Stoke,0,0,0,0,37,0,204361,4.0,1.0,6.0,1,-33177,5070,38247,73,False,0,37
2016-17,Theo Walcott,MID,Arsenal,0,0,3,0,0.5,13,331,0,0,1.9,0.2,2017-05-16T18:45:00Z,6,15,Sunderland,0,0,0,0,37,0,204361,0.0,2.0,18.0,1,-33177,5070,38247,73,True,0,37
2016-17,Timothy Fosu-Mensah,DEF,Man Utd,0,0,0,0,0.0,253,368,0,0,0.0,0.0,2017-05-14T15:30:00Z,0,17,Spurs,0,0,0,0,37,0,6554,1.0,2.0,0.0,0,-63,20,83,41,False,0,37
2016-17,Timothy Fosu-Mensah,DEF,Man Utd,0,0,0,0,0.0,253,279,0,0,0.0,0.0,2017-05-17T18:45:00Z,0,13,Southampton,0,0,0,0,37,0,6554,0.0,0.0,0.0,0,-63,20,83,41,False,0,37
2016-17,Toby Alderweireld,DEF,Tottenham,0,0,13,0,0.8,382,368,1,0,1.6,13.2,2017-05-14T15:30:00Z,90,11,Man Utd,0,0,0,0,37,0,426454,1.0,2.0,2.0,2,1137,3428,2291,63,True,0,37
2016-17,Toby Alderweireld,DEF,Tottenham,0,0,19,0,25.3,382,336,1,0,5.0,20.8,2017-05-18T18:45:00Z,90,8,Leicester,0,0,0,0,37,0,426454,6.0,1.0,4.0,2,1137,3428,2291,63,False,0,37
2016-17,Tom Cleverley,MID,Watford,0,0,0,0,0.0,135,363,0,0,0.0,0.0,2017-05-12T18:45:00Z,0,6,Everton,0,0,0,0,37,0,6549,0.0,1.0,0.0,0,-91,120,211,51,False,0,37
2016-17,Tom Cleverley,MID,Watford,1,0,20,0,10.8,135,273,4,0,1.2,1.6,2017-05-15T19:00:00Z,90,4,Chelsea,0,0,0,0,37,0,6549,3.0,4.0,0.0,5,-91,120,211,51,False,0,37
2016-17,Tom Davies,MID,Everton,0,0,8,1,7.0,512,363,0,0,4.3,15.4,2017-05-12T18:45:00Z,90,18,Watford,0,0,0,0,37,0,109777,0.0,1.0,21.0,3,-9201,1763,10964,44,True,0,37
2016-17,Tom Heaton,GK,Burnley,0,0,17,0,10.0,54,361,2,0,3.9,29.2,2017-05-13T14:00:00Z,90,2,Bournemouth,0,0,0,0,37,4,826190,1.0,2.0,0.0,2,-52728,2835,55563,52,False,0,37
2016-17,Trent Alexander-Arnold,DEF,Liverpool,0,0,0,0,0.0,523,370,0,0,0.0,0.0,2017-05-14T13:15:00Z,0,20,West Ham,0,0,0,0,37,0,1892,4.0,0.0,0.0,0,4,29,25,43,False,0,37
2016-17,Troy Deeney,FWD,Watford,0,0,4,0,32.3,425,363,1,0,6.0,13.4,2017-05-12T18:45:00Z,90,6,Everton,0,0,0,0,37,0,241805,0.0,1.0,14.0,2,-4634,10116,14750,67,False,0,37
2016-17,Troy Deeney,FWD,Watford,0,0,-1,0,0.0,425,273,0,0,0.0,0.0,2017-05-15T19:00:00Z,1,4,Chelsea,0,0,0,0,37,0,241805,3.0,4.0,0.0,0,-4634,10116,14750,67,False,1,37
2016-17,Tyrone Mings,DEF,Bournemouth,0,0,0,0,0.0,35,361,0,0,0.0,0.0,2017-05-13T14:00:00Z,0,3,Burnley,0,0,0,0,37,0,2202,1.0,2.0,0.0,0,2,26,24,45,True,0,37
2016-17,Virgil van Dijk,DEF,Southampton,0,0,0,0,0.0,303,365,0,0,0.0,0.0,2017-05-13T14:00:00Z,0,12,Middlesbrough,0,0,0,0,37,0,237948,2.0,1.0,0.0,0,-1161,218,1379,56,False,0,37
2016-17,Virgil van Dijk,DEF,Southampton,0,0,0,0,0.0,303,279,0,0,0.0,0.0,2017-05-17T18:45:00Z,0,11,Man Utd,0,0,0,0,37,0,237948,0.0,0.0,0.0,0,-1161,218,1379,56,True,0,37
2016-17,Wayne Hennessey,GK,Crystal Palace,0,0,24,1,10.0,100,362,0,0,1.6,5.6,2017-05-14T11:00:00Z,90,7,Hull,0,0,0,0,37,0,137523,0.0,4.0,0.0,6,-7624,1689,9313,43,True,0,37
2016-17,Wes Morgan,DEF,Leicester,0,0,0,0,0.0,167,364,0,0,0.0,0.0,2017-05-13T11:30:00Z,0,10,Man City,0,0,0,0,37,0,467066,1.0,2.0,0.0,0,-5575,184,5759,46,False,0,37
2016-17,Wes Morgan,DEF,Leicester,0,0,0,0,0.0,167,336,0,0,0.0,0.0,2017-05-18T18:45:00Z,0,17,Spurs,0,0,0,0,37,0,467066,6.0,1.0,0.0,0,-5575,184,5759,46,True,0,37
2016-17,Wilfred Ndidi,MID,Leicester,0,0,2,0,1.4,628,364,2,0,2.6,6.0,2017-05-13T11:30:00Z,90,10,Man City,0,0,0,0,37,0,32792,1.0,2.0,19.0,2,7902,9129,1227,46,False,0,37
2016-17,Wilfred Ndidi,MID,Leicester,1,0,18,0,1.4,628,336,6,0,1.6,4.4,2017-05-18T18:45:00Z,90,17,Spurs,0,0,0,0,37,0,32792,6.0,1.0,10.0,5,7902,9129,1227,46,True,0,37
2016-17,Wilfried Zaha,MID,Crystal Palace,0,0,21,1,15.5,111,362,0,1,7.0,33.2,2017-05-14T11:00:00Z,90,7,Hull,0,0,0,0,37,0,540544,0.0,4.0,21.0,8,-84200,10933,95133,58,True,0,37
2016-17,Willian Borges Da Silva,MID,Chelsea,0,0,3,0,4.3,86,369,0,0,0.9,4.2,2017-05-12T19:00:00Z,16,19,West Brom,0,0,0,0,37,0,151553,1.0,0.0,0.0,1,102,1526,1424,70,False,0,37
2016-17,Willian Borges Da Silva,MID,Chelsea,1,2,31,0,91.3,86,273,3,0,16.2,39.2,2017-05-15T19:00:00Z,90,18,Watford,0,0,0,0,37,0,151553,3.0,4.0,31.0,7,102,1526,1424,70,True,0,37
2016-17,Willy Caballero,GK,Man City,0,0,15,0,0.0,219,364,1,0,2.2,22.4,2017-05-13T11:30:00Z,90,8,Leicester,0,0,0,0,37,3,168026,1.0,2.0,0.0,3,78882,80744,1862,48,True,0,37
2016-17,Willy Caballero,GK,Man City,0,0,9,0,0.0,219,338,1,0,0.6,6.0,2017-05-16T19:00:00Z,90,19,West Brom,0,0,0,0,37,1,168026,1.0,3.0,0.0,2,78882,80744,1862,48,True,0,37
2016-17,Winston Reid,DEF,West Ham,0,0,17,0,10.3,453,370,4,0,3.6,18.0,2017-05-14T13:15:00Z,90,9,Liverpool,0,0,0,0,37,0,110253,4.0,0.0,8.0,0,1317,2585,1268,49,True,0,37
2016-17,Xherdan Shaqiri,MID,Stoke City,0,0,9,0,26.0,333,366,4,0,7.3,9.2,2017-05-13T16:30:00Z,90,1,Arsenal,0,0,0,0,37,0,137846,4.0,1.0,38.0,2,-3206,1732,4938,60,True,0,37
2016-17,Aaron Cresswell,DEF,West Ham,0,0,7,0,26.2,454,372,1,0,4.2,9.2,2017-05-21T14:00:00Z,90,3,Burnley,0,0,0,0,38,0,14664,2.0,1.0,7.0,2,290,446,156,51,False,0,38
2016-17,Aaron Lennon,MID,Everton,0,0,0,0,0.0,142,371,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,1,Arsenal,0,0,0,0,38,0,8278,1.0,3.0,0.0,0,-33,13,46,55,False,0,38
2016-17,Aaron Ramsdale,GK,Bournemouth,0,0,0,0,0.0,677,375,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,8,Leicester,0,0,0,0,38,0,0,1.0,1.0,0.0,0,0,0,0,40,False,0,38
2016-17,Aaron Ramsey,MID,Arsenal,0,3,37,0,17.1,16,371,1,1,9.4,48.0,2017-05-21T14:00:00Z,90,6,Everton,0,0,0,0,38,0,48854,1.0,3.0,29.0,10,-3141,883,4024,76,True,0,38
2016-17,Aaron Wan-Bissaka,DEF,Palace U21,0,0,0,0,0.0,612,377,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,11,Man Utd,0,0,0,0,38,0,226,0.0,2.0,0.0,0,14,22,8,45,False,0,38
2016-17,Abdoulaye Doucouré,MID,Watford,0,0,8,0,0.9,482,380,5,0,3.6,1.2,2017-05-21T14:00:00Z,90,10,Man City,0,0,0,0,38,0,969,5.0,0.0,34.0,1,3,25,22,46,True,1,38
2016-17,Adama Traoré,MID,Middlesbrough,0,0,0,0,0.0,563,376,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,9,Liverpool,0,0,0,0,38,0,6488,0.0,3.0,0.0,0,-313,61,374,48,False,0,38
2016-17,Adam Forshaw,MID,Middlesbrough,0,0,-1,0,5.6,286,376,3,0,4.7,11.4,2017-05-21T14:00:00Z,90,9,Liverpool,0,0,0,0,38,0,17357,0.0,3.0,30.0,2,-587,58,645,45,False,0,38
2016-17,Adam Lallana,MID,Liverpool,0,1,30,1,61.1,205,376,0,1,15.8,51.6,2017-05-21T14:00:00Z,90,12,Middlesbrough,0,0,0,0,38,0,410820,0.0,3.0,45.0,9,25020,27904,2884,67,True,0,38
2016-17,Adam Smith,DEF,Bournemouth,0,0,20,0,18.0,34,375,1,0,4.1,23.0,2017-05-21T14:00:00Z,90,8,Leicester,0,0,0,0,38,0,315709,1.0,1.0,0.0,2,10684,15359,4675,46,False,0,38
2016-17,Ademola Lookman,MID,Everton,0,0,0,0,0.0,627,371,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,1,Arsenal,0,0,0,0,38,0,1867,1.0,3.0,0.0,0,-138,10,148,50,False,0,38
2016-17,Adrián San Miguel del Castillo,GK,West Ham,0,0,8,0,0.0,450,372,1,0,0.2,1.6,2017-05-21T14:00:00Z,90,3,Burnley,0,0,0,0,38,0,76675,2.0,1.0,0.0,2,2259,2989,730,46,False,0,38
2016-17,Ainsley Maitland-Niles,DEF,Arsenal U23,0,0,0,0,0.0,593,371,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,6,Everton,0,0,0,0,38,0,227,1.0,3.0,0.0,0,4,8,4,45,True,0,38
2016-17,Alex Iwobi,MID,Arsenal,0,0,2,0,0.9,21,371,0,0,4.4,5.6,2017-05-21T14:00:00Z,23,6,Everton,0,0,0,0,38,0,51560,1.0,3.0,37.0,1,-1465,342,1807,53,True,0,38
2016-17,Alex McCarthy,GK,Southampton,0,0,0,0,0.0,101,378,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,14,Stoke,0,0,0,0,38,0,5404,1.0,0.0,0.0,0,-3,30,33,43,True,0,38
2016-17,Alex Oxlade-Chamberlain,MID,Arsenal,0,0,0,0,0.0,18,371,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,6,Everton,0,0,0,0,38,0,62575,1.0,3.0,0.0,0,-16295,233,16528,58,True,0,38
2016-17,Alfie Mawson,DEF,Swansea,0,0,17,0,10.3,558,379,1,0,4.0,26.0,2017-05-21T14:00:00Z,90,19,West Brom,0,0,0,0,38,0,86636,1.0,2.0,4.0,2,7956,9284,1328,46,True,0,38
2016-17,Andreas Pereira,MID,Granada CF,0,0,0,0,0.0,263,377,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,5,Crystal Palace,0,0,0,0,38,0,1912,0.0,2.0,0.0,0,-3,10,13,44,True,0,38
2016-17,Andrew Robertson,DEF,Hull City,0,0,2,0,0.3,152,374,2,0,0.0,0.0,2017-05-21T14:00:00Z,18,17,Spurs,0,0,0,0,38,0,86530,7.0,1.0,0.0,0,-2815,857,3672,44,True,0,38
2016-17,Andre Gray,FWD,Burnley,1,0,16,0,22.8,68,372,2,0,5.2,13.4,2017-05-21T14:00:00Z,77,20,West Ham,0,0,0,0,38,0,179565,2.0,1.0,16.0,5,-2899,3105,6004,60,True,0,38
2016-17,Andros Townsend,MID,Crystal Palace,0,0,0,0,0.0,120,377,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,11,Man Utd,0,0,0,0,38,0,98432,0.0,2.0,0.0,0,-11747,328,12075,57,False,0,38
2016-17,André Ayew,MID,West Ham,1,3,38,0,23.3,374,372,1,1,13.9,52.8,2017-05-21T14:00:00Z,90,3,Burnley,0,0,0,0,38,0,46973,2.0,1.0,63.0,13,-60,348,408,71,False,0,38
2016-17,Andy Carroll,FWD,West Ham,0,0,0,0,0.0,468,372,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,3,Burnley,0,0,0,0,38,0,89235,2.0,1.0,0.0,0,-3945,133,4078,59,False,0,38
2016-17,Angelo Ogbonna,DEF,West Ham,0,0,13,0,1.8,456,372,1,0,1.2,10.6,2017-05-21T14:00:00Z,90,3,Burnley,0,0,0,0,38,0,29348,2.0,1.0,0.0,2,5,50,45,47,False,0,38
2016-17,Angus Gunn,GK,Man City,0,0,0,0,0.0,668,380,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,18,Watford,0,0,0,0,38,0,264,5.0,0.0,0.0,0,87,125,38,40,False,0,38
2016-17,Anthony Martial,FWD,Man Utd,0,0,5,0,1.6,267,377,0,0,1.2,6.2,2017-05-21T14:00:00Z,44,5,Crystal Palace,0,0,0,0,38,0,112237,0.0,2.0,4.0,1,-115,1516,1631,92,True,0,38
2016-17,Arthur Masuaku,DEF,West Ham,0,0,0,0,0.0,505,372,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,3,Burnley,0,0,0,0,38,0,6733,2.0,1.0,0.0,0,-102,21,123,47,False,0,38
2016-17,Ashley Barnes,FWD,Burnley,0,0,2,0,0.1,70,372,0,0,0.0,0.0,2017-05-21T14:00:00Z,13,20,West Ham,0,0,0,0,38,0,195626,2.0,1.0,0.0,1,7576,19678,12102,46,True,0,38
2016-17,Ashley Fletcher,FWD,West Ham,0,0,5,0,0.3,535,372,0,0,0.5,2.8,2017-05-21T14:00:00Z,7,3,Burnley,0,0,0,0,38,0,6808,2.0,1.0,2.0,1,64,161,97,50,False,0,38
2016-17,Ashley Westwood,MID,Burnley,0,0,7,0,22.1,641,372,2,0,3.4,11.0,2017-05-21T14:00:00Z,77,20,West Ham,0,0,0,0,38,0,253,2.0,1.0,1.0,1,23,42,19,45,True,1,38
2016-17,Ashley Young,DEF,Man Utd,0,0,0,0,0.0,260,377,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,5,Crystal Palace,0,0,0,0,38,0,3644,0.0,2.0,0.0,0,-296,36,332,50,True,0,38
2016-17,Axel Tuanzebe,DEF,Man Utd,0,0,26,1,25.4,656,377,0,0,4.1,9.4,2017-05-21T14:00:00Z,90,5,Crystal Palace,0,0,0,0,38,0,13031,0.0,2.0,6.0,6,9664,9903,239,40,True,0,38
2016-17,Bamidele Alli,MID,,1,1,41,0,26.3,398,374,1,1,13.1,60.8,2017-05-21T14:00:00Z,72,7,Hull,0,0,0,0,38,0,1453290,7.0,1.0,44.0,11,-66241,11896,78137,91,False,0,38
2016-17,Benjamin Chilwell,DEF,Leicester,0,0,10,0,7.1,496,375,1,0,4.4,15.6,2017-05-21T14:00:00Z,90,2,Bournemouth,0,0,0,0,38,0,7724,1.0,1.0,21.0,1,1261,1332,71,43,True,1,38
2016-17,Ben Davies,DEF,Tottenham,0,0,35,0,40.1,386,374,1,1,11.1,58.2,2017-05-21T14:00:00Z,90,7,Hull,0,0,0,0,38,0,236222,7.0,1.0,13.0,8,32016,34887,2871,50,False,0,38
2016-17,Ben Foster,GK,West Brom,0,0,10,0,10.0,430,379,2,0,1.4,3.6,2017-05-21T14:00:00Z,90,16,Swansea,0,0,0,0,38,0,566651,1.0,2.0,0.0,1,-3418,1671,5089,47,False,0,38
2016-17,Ben Gibson,DEF,Middlesbrough,0,0,12,0,0.0,278,376,3,0,2.1,21.4,2017-05-21T14:00:00Z,90,9,Liverpool,0,0,0,0,38,0,397072,0.0,3.0,0.0,1,-11445,4424,15869,49,False,0,38
2016-17,Ben Mee,DEF,Burnley,0,0,0,0,0.0,56,372,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,20,West Ham,0,0,0,0,38,0,97431,2.0,1.0,0.0,0,-10314,188,10502,44,True,0,38
2016-17,Ben Woodburn,MID,Liverpool,0,0,0,0,0.0,603,376,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,12,Middlesbrough,0,0,0,0,38,0,793,0.0,3.0,0.0,0,-7,25,32,43,True,0,38
2016-17,Branislav Ivanovic,DEF,Zenit S-Pb,0,0,0,0,0.0,76,373,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,15,Sunderland,0,0,0,0,38,0,119904,1.0,5.0,0.0,0,-202,55,257,56,True,0,38
2016-17,Callum Wilson,FWD,Bournemouth,0,0,0,0,0.0,49,375,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,8,Leicester,0,0,0,0,38,0,51578,1.0,1.0,0.0,0,-273,71,344,60,False,0,38
2016-17,Calum Chambers,DEF,Middlesbrough,0,0,13,0,0.0,11,376,3,0,3.0,30.0,2017-05-21T14:00:00Z,90,9,Liverpool,0,0,0,0,38,0,155140,0.0,3.0,0.0,1,2407,4537,2130,43,False,0,38
2016-17,Cameron Carter-Vickers,DEF,Tottenham,0,0,0,0,0.0,501,374,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,7,Hull,0,0,0,0,38,0,1890,7.0,1.0,0.0,0,13,39,26,43,False,0,38
2016-17,Charlie Austin,FWD,Southampton,0,0,3,0,5.8,314,378,1,0,2.8,5.2,2017-05-21T14:00:00Z,64,14,Stoke,0,0,0,0,38,0,80920,1.0,0.0,17.0,2,1165,1488,323,63,True,0,38
2016-17,Cheikhou Kouyaté,MID,West Ham,0,0,0,0,0.0,459,372,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,3,Burnley,0,0,0,0,38,0,32206,2.0,1.0,0.0,0,-630,81,711,50,False,0,38
2016-17,Christian Benteke,FWD,Crystal Palace,0,0,4,0,5.3,213,377,2,0,3.7,0.0,2017-05-21T14:00:00Z,90,11,Man Utd,0,0,0,0,38,0,427981,0.0,2.0,34.0,2,-29,32541,32570,72,False,0,38
2016-17,Christian Eriksen,MID,Tottenham,2,1,41,0,61.7,394,374,1,0,13.8,53.4,2017-05-21T14:00:00Z,90,7,Hull,0,0,0,0,38,0,804330,7.0,1.0,23.0,9,-34745,15284,50029,89,False,0,38
2016-17,Christian Fuchs,DEF,Leicester,0,0,13,0,21.4,168,375,1,0,4.2,13.0,2017-05-21T14:00:00Z,90,2,Bournemouth,0,0,0,0,38,0,255470,1.0,1.0,8.0,2,3404,7984,4580,53,True,0,38
2016-17,Christian Kabasele,DEF,Watford,0,0,0,0,0.0,414,380,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,10,Man City,0,0,0,0,38,0,2222,5.0,0.0,0.0,0,-30,31,61,48,True,0,38
2016-17,Chris Smalling,DEF,Man Utd,0,0,0,0,0.0,244,377,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,5,Crystal Palace,0,0,0,0,38,0,47310,0.0,2.0,0.0,0,105,415,310,58,True,0,38
2016-17,Claudio Bravo,GK,Man City,0,0,0,0,0.0,541,380,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,18,Watford,0,0,0,0,38,0,54247,5.0,0.0,0.0,0,-548,135,683,50,False,0,38
2016-17,Connor Roberts,DEF,Swansea U21,0,0,0,0,0.0,654,379,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,19,West Brom,0,0,0,0,38,0,454,1.0,2.0,0.0,0,77,101,24,40,True,0,38
2016-17,Connor Wickham,FWD,Crystal Palace,0,0,0,0,0.0,122,377,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,11,Man Utd,0,0,0,0,38,0,11926,0.0,2.0,0.0,0,-7,27,34,55,False,0,38
2016-17,Craig Cathcart,DEF,Watford,0,0,0,0,0.0,408,380,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,10,Man City,0,0,0,0,38,0,10699,5.0,0.0,0.0,0,-654,10,664,43,True,0,38
2016-17,Craig Dawson,DEF,West Brom,0,0,10,0,14.4,433,379,2,0,3.0,15.6,2017-05-21T14:00:00Z,90,16,Swansea,0,0,0,0,38,0,110348,1.0,2.0,0.0,1,5304,7227,1923,49,False,0,38
2016-17,Cédric Soares,DEF,Southampton,0,0,11,0,5.8,301,378,1,0,2.0,14.4,2017-05-21T14:00:00Z,90,14,Stoke,0,0,0,0,38,0,121609,1.0,0.0,0.0,2,-13257,1093,14350,49,True,0,38
2016-17,César Azpilicueta,DEF,Chelsea,0,0,19,0,14.7,77,373,1,0,3.8,16.0,2017-05-21T14:00:00Z,90,15,Sunderland,0,0,0,0,38,0,815253,1.0,5.0,7.0,2,43108,49276,6168,64,True,0,38
2016-17,Daniel Amartey,DEF,Leicester,0,0,6,0,10.7,182,375,0,0,2.3,8.2,2017-05-21T14:00:00Z,32,2,Bournemouth,0,0,0,0,38,0,7759,1.0,1.0,4.0,1,46,166,120,43,True,0,38
2016-17,Daniel James,MID,Swansea U21,0,0,0,0,0.0,598,379,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,19,West Brom,0,0,0,0,38,0,595,1.0,2.0,0.0,0,9,25,16,45,True,0,38
2016-17,Danny Ings,FWD,Liverpool,0,0,0,0,0.0,216,376,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,12,Middlesbrough,0,0,0,0,38,0,10069,0.0,3.0,0.0,0,19,57,38,54,True,0,38
2016-17,Danny Rose,DEF,Tottenham,0,0,0,0,0.0,383,374,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,7,Hull,0,0,0,0,38,0,191477,7.0,1.0,0.0,0,-1169,182,1351,58,False,0,38
2016-17,Danny Welbeck,FWD,Arsenal,2,0,26,0,28.3,26,371,1,0,13.2,45.4,2017-05-21T14:00:00Z,90,6,Everton,0,0,0,0,38,0,36531,1.0,3.0,58.0,8,-14509,3150,17659,73,True,0,38
2016-17,Dan Gosling,MID,Bournemouth,0,1,21,0,3.6,43,375,1,0,3.1,20.6,2017-05-21T14:00:00Z,90,8,Leicester,0,0,0,0,38,0,5669,1.0,1.0,7.0,3,0,31,31,47,False,0,38
2016-17,Darren Randolph,GK,West Ham,0,0,0,0,0.0,451,372,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,3,Burnley,0,0,0,0,38,0,58040,2.0,1.0,0.0,0,-1598,204,1802,44,False,0,38
2016-17,David de Gea,GK,Man Utd,0,0,0,0,0.0,242,377,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,5,Crystal Palace,0,0,0,0,38,0,1496588,0.0,2.0,0.0,0,-37993,3676,41669,55,True,0,38
2016-17,David Luiz Moreira Marinho,DEF,Chelsea,0,0,17,0,21.3,570,373,1,0,5.2,12.4,2017-05-21T14:00:00Z,90,15,Sunderland,0,0,0,0,38,0,227257,1.0,5.0,18.0,2,2309,9437,7128,62,True,0,38
2016-17,DeAndre Yedlin,DEF,Newcastle,0,0,0,0,0.0,389,374,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,7,Hull,0,0,0,0,38,0,7084,7.0,1.0,0.0,0,-4,6,10,44,False,0,38
2016-17,Declan Rice,MID,West Ham U21,0,0,3,0,0.3,618,372,0,0,0.1,0.6,2017-05-21T14:00:00Z,1,3,Burnley,0,0,0,0,38,0,741,2.0,1.0,0.0,1,12,32,20,45,False,0,38
2016-17,Demarai Gray,MID,Leicester,0,0,4,0,1.5,181,375,0,0,0.2,0.6,2017-05-21T14:00:00Z,18,2,Bournemouth,0,0,0,0,38,0,24603,1.0,1.0,0.0,1,-205,190,395,48,True,0,38
2016-17,Diego Da Silva Costa,FWD,Chelsea,1,0,5,0,28.2,97,373,1,0,10.0,14.2,2017-05-21T14:00:00Z,61,15,Sunderland,0,0,0,0,38,0,1450719,1.0,5.0,58.0,4,-176543,20020,196563,104,True,1,38
2016-17,Divock Origi,FWD,Liverpool,0,0,2,0,0.1,217,376,0,0,0.0,0.0,2017-05-21T14:00:00Z,9,12,Middlesbrough,0,0,0,0,38,0,249366,0.0,3.0,0.0,1,57771,64122,6351,60,True,0,38
2016-17,Domingos Quina,MID,West Ham U21,0,0,0,0,0.0,610,372,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,3,Burnley,0,0,0,0,38,0,275,2.0,1.0,0.0,0,7,14,7,45,False,0,38
2016-17,Dominic Calvert-Lewin,FWD,Everton,0,0,0,0,0.0,595,371,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,1,Arsenal,0,0,0,0,38,0,3029,1.0,3.0,0.0,0,-310,190,500,45,False,0,38
2016-17,Dominic Solanke,FWD,Chelsea U23,0,0,0,0,0.0,590,373,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,15,Sunderland,0,0,0,0,38,0,947,1.0,5.0,0.0,0,21,51,30,50,True,0,38
2016-17,Eldin Jakupovic,GK,Hull City,0,0,0,0,0.0,147,374,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,17,Spurs,0,0,0,0,38,0,985811,7.0,1.0,0.0,0,-6314,4613,10927,41,True,0,38
2016-17,Eric Bailly,DEF,Man Utd,0,1,34,1,0.0,255,377,0,0,2.6,26.0,2017-05-21T14:00:00Z,90,5,Crystal Palace,0,0,0,0,38,0,375381,0.0,2.0,0.0,7,-26542,3076,29618,55,True,0,38
2016-17,Eric Dier,DEF,Tottenham,0,0,17,0,14.3,390,374,1,0,4.5,12.0,2017-05-21T14:00:00Z,72,7,Hull,0,0,0,0,38,0,227716,7.0,1.0,19.0,2,-2789,1609,4398,50,False,0,38
2016-17,Erik Lamela,MID,Tottenham,0,0,0,0,0.0,393,374,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,7,Hull,0,0,0,0,38,0,147254,7.0,1.0,0.0,0,-215,27,242,66,False,0,38
